,user,type,tgt
288,Test User 801 ,BL,"बेड़े पर कई सारे घुमक्कड़ भी हैं। छोटे बड़े सभी महासागर में बहते जीव जंतु कुछ होने का इंतज़ार करते हुए।

"
289,Test User 801 ,BL,"बेड़े पर चढ़ के मैंने उपरवाले को धन्यवाद दिया 

"
290,Test User 801 ,BL,"मैं इस सुरक्षित स्थान को बहुत सालों तक छोड़ के नहीं जाने वाला था।

"
291,Test User 801 ,BL,"बेड़े पर जीवन ऐसा था मानो दुनिया की सैर।

"
292,Test User 801 ,BL,"मुझे सुनकर मज़ा तो बहुत आता था और जैसे ही मैं थोड़ा
बड़ा हुआ मैंने बेड़े के बाहर की दुनिया देखने का निश्चय किया।

"
293,Test User 801 ,BL,"मैंने उस रीफ के बारे में बहुत सी मज़ेदार बातें सुनी हैं , जहां कछुए रहते हैं।

"
294,Test User 801 ,BL,"सबने कहाँ वह चट्टान (reef), समुद्र के अंदर मानो परियों का देश हो।

"
295,Test User 801 ,BL,"

उन्होंने कहा था की वह बहुत ही खूबसूरत जगह है जहां तरह तरह के छोटे-बड़े,रंग-बिरंगे जीव जंतु पाए जाते हैं। कुछ नन्हे प्यारे से जैसे क्लाउन मच्छली और कुछ ज़हरीले खतरनाक जैसे बिच्छू।

"
296,Test User 801 ,BL,"मैं सोच रहा था की मैं उस जगह को कैसे ढूंढूंगा।

"
304,Test User 1001 ,PE,
305,Test User 1001 ,PE,
306,Test User 1001 ,PE,
307,Test User 1001 ,PE,
308,Test User 1001 ,PE,
309,Test User 1001 ,PE,
310,Test User 1001 ,PE,
311,Test User 1001 ,PE,
312,Test User 1001 ,PE,
313,Test User 1001 ,PE,
314,Test User 1001 ,PE,
315,Test User 1001 ,PE,
316,Test User 1001 ,PE,
317,Test User 1001 ,PE,
318,Test User 1001 ,PE,
319,Test User 1001 ,PE,
320,Test User 1001 ,PE,
321,Test User 1001 ,PE,
322,Test User 1001 ,PE,
323,Test User 1001 ,PE,
324,Test User 1001 ,PE,
325,Test User 1001 ,PE,
326,Test User 1001 ,PE,
327,Test User 1001 ,PE,
328,Test User 1001 ,PE,
329,Test User 1001 ,PE,
330,Test User 1001 ,BL,
331,Test User 1001 ,BL,
332,Test User 1001 ,BL,
333,Test User 1001 ,BL,
334,Test User 1001 ,BL,
335,Test User 1001 ,BL,
336,Test User 1001 ,BL,
337,Test User 1001 ,BL,
338,Test User 1001 ,BL,
339,Test User 1001 ,BL,
340,Test User 1001 ,BL,
341,Test User 1001 ,BL,
342,Test User 1001 ,BL,
343,Test User 1001 ,BL,
344,Test User 1001 ,BL,
345,Test User 1001 ,BL,
346,Test User 1001 ,BL,
347,Test User 1001 ,BL,
348,Test User 1001 ,BL,
349,Test User 1001 ,BL,
350,Test User 1001 ,BL,
351,Test User 1001 ,BL,
352,Test User 1001 ,BL,
353,Test User 1001 ,BL,
354,Test User 1001 ,BL,
355,Test User 1001 ,BL,
356,Test User 1001 ,BL,
357,Test User 1001 ,BL,
358,Test User 1001 ,BL,
359,Test User 1001 ,BL,
360,Test User 1001 ,BL,
361,Test User 1001 ,BL,
362,Test User 1001 ,BL,
363,Test User 1001 ,BL,
364,Test User 1001 ,BL,
365,Test User 1001 ,BL,
366,Test User 1001 ,BL,
367,Test User 1001 ,BL,
368,Test User 1001 ,BL,
369,Test User 1001 ,BL,
370,Test User 1001 ,BL,
371,Test User 1001 ,BL,
372,Test User 1001 ,BL,
373,Test User 1001 ,BL,
374,Test User 1001 ,BL,
375,Test User 1001 ,BL,
376,Test User 1001 ,BL,
377,Test User 1001 ,BL,
378,Test User 1001 ,BL,
379,Test User 1001 ,BL,
380,Test User 1001 ,BL,
381,Test User 1001 ,BL,
382,Test User 1001 ,BL,
383,Test User 1001 ,BL,
384,Test User 1001 ,BL,
385,Test User 1001 ,BL,
386,Test User 1101 ,PE,
387,Test User 1101 ,PE,
388,Test User 1101 ,PE,
389,Test User 1101 ,PE,
390,Test User 1101 ,PE,
391,Test User 1101 ,PE,
392,Test User 1101 ,PE,
393,Test User 1101 ,PE,
394,Test User 1101 ,PE,
395,Test User 1101 ,PE,
396,Test User 1101 ,PE,
397,Test User 1101 ,PE,
398,Test User 1101 ,PE,
399,Test User 1101 ,PE,
400,Test User 1101 ,PE,
401,Test User 1101 ,PE,
402,Test User 1101 ,PE,
403,Test User 1101 ,PE,
404,Test User 1101 ,PE,
405,Test User 1101 ,PE,
406,Test User 1101 ,PE,
407,Test User 1101 ,PE,
408,Test User 1101 ,MT,
409,Test User 1101 ,MT,
410,Test User 1101 ,MT,
411,Test User 1101 ,MT,
412,Test User 1101 ,MT,
413,Test User 1101 ,MT,
414,Test User 1101 ,MT,
415,Test User 1101 ,MT,
416,Test User 1101 ,MT,
417,Test User 1101 ,MT,
418,Test User 1101 ,MT,
419,Test User 1101 ,MT,
420,Test User 1101 ,MT,
421,Test User 1101 ,MT,
422,Test User 1101 ,MT,
423,Test User 1101 ,MT,
424,Test User 1101 ,MT,
425,Test User 1101 ,MT,
426,Test User 1101 ,MT,
427,Test User 1101 ,MT,
428,Test User 1101 ,MT,
429,Test User 1101 ,MT,
430,Test User 1101 ,MT,
431,Test User 1101 ,MT,
432,Test User 1101 ,MT,
433,Test User 1101 ,MT,
434,Test User 1101 ,MT,
435,Test User 1101 ,MT,
436,Test User 1101 ,MT,
437,Test User 1101 ,MT,
438,Test User 1101 ,MT,
439,Test User 1101 ,MT,
440,Test User 1101 ,MT,
441,Test User 1101 ,MT,
442,Test User 1101 ,MT,
443,Test User 1101 ,MT,
444,Test User 1101 ,MT,
445,Test User 1101 ,MT,
446,Test User 1101 ,MT,
447,Test User 1101 ,MT,
448,Test User 1101 ,MT,
449,Test User 1101 ,MT,
450,Test User 1101 ,MT,
451,Test User 1101 ,MT,
452,Test User 1101 ,MT,
453,Test User 1101 ,MT,
454,Test User 1101 ,MT,
455,Test User 1101 ,MT,
456,Test User 1101 ,MT,
457,Test User 1101 ,MT,
458,Test User 1101 ,MT,
459,Test User 1101 ,MT,
460,Test User 1101 ,MT,
461,Test User 1101 ,MT,
462,Test User 1101 ,MT,
463,Test User 1101 ,MT,
464,Test User 1401 ,MT,दक्षिणी भारत के कुछ छोटे गाँव में एक छोटी सी लड़की रहती थी जिसका नाम माया था । 
465,Test User 1401 ,MT,वह अपनी माँ के साथ एक झोपड़ी में रहती थी 
466,Test User 1401 ,MT,उसका घर सबसे बड़े और घने पेड़ों से घिरा हुआ था जो आपने कभी देखा नहीं होगा 
467,Test User 1401 ,MT,"धुंध के दिनों में, पौधों और पेड़ों की पत्तियों में सबसे बड़ी ओस की बूंदें होती हैं जिनकी आप  कल्पना भी नहीं कर सकते हैं "
468,Test User 1401 ,MT,माया का जैसा नाम था वैसा उसका चलन 
469,Test User 1401 ,MT,वह अपने दोस्तों के साथ अपने गाँव के आसपास के बड़े जंगलों में घूमती थी । 
470,Test User 1401 ,MT,हर सुबह उसे गहरी साँस लेना बहुत पसंद था क्योंकि हर सुबह हवा मे तरह तरह की खुश्बू आती 
471,Test User 1401 ,MT,"कभी-कभी उसे एक मीठी, मीठी खुश्बू आती "
472,Test User 1401 ,MT,कई बार वह एक मजबूत और तेज खुशबू थी 
473,Test User 1401 ,MT,और वह भी कई दिन थे जब वह गुल्दॉस्तों की खुश्बुओं के साथ उठती 
474,Test User 1401 ,MT,रोज़ इन खुशबुओं के साथ उठना माया को बहुत पसंद था।
475,Test User 1401 ,MT,"और वहाँ रहम तोता , हर रोज़ सुबह उड़ कर आता, और हर सुबह उस पेड़ परबैठता जो माया के घर के सामने था, और उसे जंगल की पूरी खबर सुनाता।"
476,Test User 1401 ,MT,वह अपनी उड़ानों के बारे में भी बताता था और उन जगहों के लोगों के बारे में भी बताता 
477,Test User 1401 ,MT,माया को रहम की कहानियां सुनना पसंद करती थी । 
478,Test User 1401 ,MT,वह इन जगह पर जाने और अपनी अलग-अलग जगहों को देखने के लिए तरस गयी थी 
479,Test User 1401 ,MT,"उसका दिल ज़ोर से धड़कता और इतने जोर से जीतने रहम बात करता , लेकिन यह हमेशा एक गहरी सांस के साथ खत्म करता ."
480,Test User 1401 ,MT,उसे दूर दराज की जगहों की कल्पना करना बंद करना पड़ेगा जब वह कभी भी senseless point नहीं गयी थी .
481,Test User 1401 ,MT,गाँव में सब लोग बेसूध जगह की बात करते थे 
482,Test User 1401 ,MT,पड़ोसी गांवों से कुछ लोग वहाँ गये थे लेकिन उसके अपने गांव से कोई भी नहीं .
483,Test User 1401 ,MT,"चारों ओर के बातों से , यह एक रहस्यमय जगह की तरह लगता था जो जीवन के एक अनोखे अनुभव कराती है "
484,Test User 1401 ,MT,माया को यह विश्वास था कि यदि उसको कभी बेसूध होना हो तो वह अपने गाँव लौट आएगी 
485,Test User 1401 ,MT,वह सब से इस रहस्यमय जगह के बारे में बताती रहती थी।
486,Test User 1401 ,PE,एक सियार और खरगोश सबसे अच्छे दोस्त थे।
487,Test User 1401 ,PE,एक दिन सियार की पत्नी अच्छी तरह महसूस नहीं कर रही थी ।
488,Test User 1401 ,PE,"सियार ने खरगोश को बुलाया और कहा , मेरी पत्नी को बुखार है।"
489,Test User 1401 ,PE,उसे कुछ और खाने की इच्छा नहीं हो रही।
490,Test User 1401 ,PE,अब वह कहती है कि वह एक केंकड़ा खा सकती है।
491,Test User 1401 ,PE,"खरगोश ने कहा , चलो , हम उसके लिए एक केंकड़ा ले कर आते हैं।"
492,Test User 1401 ,PE,दोनों दोस्त एक केंकड़े की तलाश में निकल पड़े।
493,Test User 1401 ,PE,खरगोश एक दिशा में गया और सियार दूसरे में।
494,Test User 1401 ,PE,खरगोश ने जल्दी ही मिट्टी में एक छेद देखा।
495,Test User 1401 ,PE,"उसने झाँककर देखा , वहाँ एक मोटा केंकडा बैठा था।"
496,Test User 1401 ,PE,"यह ठीक है , ख़रगोश ने  सोचा।"
497,Test User 1401 ,PE,उसने अपना हाथ ध्यान से मांद में डाला जो काफी गहरा था।
498,Test User 1401 ,PE,जब उसका हाथ केंकड़े तक नहीं पहुंचा तो खरगोश ने अपनी पूंछ मांद में डाल दी ।
499,Test User 1401 ,PE,केंकड़े ने उसकी पूँछ ज़ोर से काटी और कस कर पकड़ कर रखा।
500,Test User 1401 ,PE,बेचारा खरगोश जोर से चिल्लाया।
501,Test User 1401 ,PE,सियार ने उसे सुना और उसके पास दौड़ा आया ।
502,Test User 1401 ,PE,"खरगोश ने आह भरी, सिर्फ़ मुझे देखते मत रहो।"
503,Test User 1401 ,PE,"मेरी दुम अंदर रह गयी है , मुझे बाहर खींचो।"
504,Test User 1401 ,PE,सियार ने उसे कान से पकड़ लिया और अपनी सारी ताक़त के साथ खींचा।
505,Test User 1401 ,PE,"पूँछ  को फिर से हिलते देख, केंकड़े ने उसे फिर से ज़ोर से काटा।"
506,Test User 1401 ,PE,खरगोश दर्द में ज़ोर से कूद गया।
507,Test User 1401 ,PE,उसकी पूंछ कट गई और मानद में पीछे रह गयी ।
508,Test User 1401 ,PE,सियार के खींचने के बाद उसके कान बहुत बहुत लम्बे हो गये थे।
509,Test User 1401 ,PE,बस उस दिन से खरगोश के कान छोटे और पूँछ छोटी हो होगयी।
510,Test User 1401 ,MT,मेरे परिवार में मेरी प्रिय व्यक्ति मेरी दादी हैं।
511,Test User 1401 ,MT,वह मेरे लिए स्वादिष्ट लड्डू बनाती हैं।
512,Test User 1401 ,MT,उनके लड्डू बहुत बड़े और नरम होते हैं जिसके ऊपर एक छोटा - सा काजू का टुकड़ा रखती है । 
513,Test User 1401 ,MT,मेरी दादी मुझे किताबें पढ़ने में भी मदद करती है  
514,Test User 1401 ,MT,दादी बहुत बहादुर भी है । 
515,Test User 1401 ,MT,उसे मकड़ी से डर नहीं लगता । 
516,Test User 1401 ,MT,वह उन्हें एक अखबार से दूर कर देती है 
517,Test User 1401 ,MT,मुझे अपनी दादी की मदद करना पसंद है 
518,Test User 1401 ,MT,"वह मुझे अपने बचपन से दिलचस्प कहानियां सुनाती है , जब हम मटर छील रहे थे "
519,Test User 1401 ,MT,पीला स्वेटर जो उसने मेरे लिए बुना था वह मेरा पसंदीदा है 
520,Test User 1401 ,MT,मैं मेरी दादी पसंद करता हूँ 
521,Test User 1401 ,MT,वह सच में सर्वश्रेष्ठ है 
522,Test User 1401 ,PE,"जब मैं सुबह उठा, सूरज फिर चमक रहा था।"
523,Test User 1401 ,PE,"मैंने चारों ओर देखा , मैं सोचने लगा कि मैं कौन हूँ।"
524,Test User 1401 ,PE,और फिर मुझे याद आया।
525,Test User 1401 ,PE,"मैं एक नन्हा समुद्र कछुआ था - एक ऑलिव रिडली जाती - विशाल नीले विश्व के मध्य में , जो मैंने किसी को कहते सुना था कि उसका नाम है महासागर।"
526,Test User 1401 ,PE,हर दिशा में नीला और हरा पानी था और सूर्य बादल के साथ खेल खेल रहा था।
527,Test User 1401 ,PE,"मैं अपने शरीर के नीचे अपनी पंखों को मोड़ा, थोड़ी देर तक बहता रहा, जिस तरफ़ समुद्र का बहाव ले जाता।"
528,Test User 1401 ,PE,मुझे पता नहीं था कि मैं कहाँ था।
529,Test User 1401 ,PE,किन्तु जब सूर्य चमकता है और पेट भी भरा हो तब यह सब कुछ मतलब नहीं रखतीं।
530,Test User 1401 ,PE,"सूरज ने मुझे गरमाहत दी  , और मुझे नई ऊर्जा के साथ भरा दिया।"
531,Test User 1401 ,PE,जैसे ही मैं यह सोचने लगा कि मैं अपने जीवन के बाकी दिन यहाँ बिताना पसंद करूँगा तभी मछलियों का एक समूह मेरे पास से गया।
532,Test User 1401 ,PE,उनका पीछा करने वाली एक बड़ी मछली थी।
533,Test User 1401 ,PE,मैं कह सकता था कि वह बहुत भूख वाली मछली थी।
534,Test User 1401 ,PE,"जब उसने मुझे देखा , उसकी आँखें चमक रही थीं।"
535,Test User 1401 ,PE,"म्म्म, वह सोच रहा होगा, छोटे कच्छुए का शोरबा।"
536,Test User 1401 ,PE,"क्षण के बाद , मैं तेजी से तैर रहा था,  मैं उन बड़े दांतों के ग़ुस्से से बचने के लिए जो मेरे पंखों की तरफ़ बड़ रहा था।"
537,Test User 1401 ,PE,"जब मैं थकने लगा, तो मैंने एक समुद्री शनिवार  का बाड़ देखा।"
538,Test User 1401 ,PE,"बाड़ एक समुद्री शैवाल का हिस्सा है बस इतना है ,एक तैरता हुआ लकड़ी का टुकड़ा है , जो कि महासागर के चारों ओर यात्रा करता है , और समुद्री बहाव के साथ चलता है।"
539,Test User 1401 ,PE,"बाड़ के अंदर और उसके ऊपर, समुद्र के सभी छोटे - बड़े प्राणी हैं , जो समुद्र के चारों ओर होते हैं , जो किसी चीज की प्रतीक्षा करते हैं ।"
540,Test User 1401 ,PE,"आभारी हो कर  , मैं बाड़ पर छड़ गया।"
541,Test User 1401 ,PE,मैं इस सुरक्षित आश्रय को कई सालोन तक नहीं छोड़ने वाला था।
542,Test User 1401 ,PE,बाड़ पर रहना एक विश्व क्रूज़ पर होने के बराबर था।
543,Test User 1401 ,PE,"मुझे यह बहुत अच्छा लगता था , लेकिन जैसा कि मैं बढ़ गया था , मैंने तय किया था बड़े पैमाने पर बाड़ की बाहर की दुनिया की खोज करने के लिए समय था।"
544,Test User 1401 ,PE,मैंने एक ऐसे स्थान के बारे में अद्भुत बातें सुनी थीं जिन्हें एक बहुत सारे कछुए रहते थे।
545,Test User 1401 ,PE,सभी ने कहा कि प्रवालभित्ति महासागर का परलोक था।
546,Test User 1401 ,PE,"उन्होंने कहा कि यह एक सुंदर , चमकदार रंग के जानवरों से भरा हुआ था, दोनों हीं जैसे आहानिकारक क्लाउन मछली तथा हानिकारक बिच्छु मछली।"
547,Test User 1401 ,PE,मुझे आश्चर्य हुआ कि मैंने उसे कैसे ढूँढा?
548,Test User 1401 ,BL,आधी रात को मैं प्यासा उठता हूँ।
549,Test User 1401 ,BL,मुझे थोड़ा पानी चाहिए।
550,Test User 1401 ,BL,बिस्तर के नीचे मैं अपने चप्पलों को ढूँढता हूँ।
551,Test User 1401 ,BL,ओह भगवान!
552,Test User 1401 ,BL,मेरे बिस्तर के नीचे एक बाघ है।
553,Test User 1401 ,BL,अब मुझे क्या karna चाहिए?
554,Test User 1401 ,BL,माँ को बुलाना चाहिए क्या?
555,Test User 1401 ,BL,अगर फिर से बाघ ने दहाड़ लगायी तो?
556,Test User 1401 ,BL,फिर भी क्या मैं फिर से सोने चले जाउन ?
557,Test User 1401 ,BL,पर मुझे अब नींद नहीं आ रही।
558,Test User 1401 ,BL,फिर किसी ने बत्ती जलायी।
559,Test User 1401 ,BL,माँ दरवाज़े पर खड़ी है।
560,Test User 1401 ,BL,बच्चे क्या हुआ?
561,Test User 1401 ,BL,क्या तुमने मुझे बुलाया।
562,Test User 1401 ,BL,माँ पूछती है।
563,Test User 1401 ,BL,मैंने बाघ की ओर इशारा किया।
564,Test User 1401 ,BL,माना झुककर बिस्तर के नीचे से बाघ को खींचती हैं।
565,Test User 1401 ,BL,अरी यह कोई बाघ नहीं है।
566,Test User 1401 ,BL,यह मेरी पीली और काली स्वेटर है।
567,Test User 1401 ,BL,उसके बटन बाघ के आँखों तरह चमक रहे थे।
568,Test User 1401 ,BL,मैं बिना किसी वजह के ही डर गया था।
569,Test User 1401 ,BL,माँ मेरे लिया पानी लाती है।
570,Test User 1401 ,BL,अब मैं सोऊँगा।
571,Test User 1401 ,BL,और सच के जंगलों और बाघों के बारे में सपने देखो।
572,Test User 1401 ,BL,प्रिय.... ख़ैर तुम जानती हो तुम कौन हो।
573,Test User 1401 ,BL,और ऐसा नहीं है कि तुम यह पत्र कभी नहीं देखने वाली हो।
574,Test User 1401 ,BL,"अध्यापिका ने कहा कि तुम यहाँ नयी हो, इस लिए मुझे तुम्हारा ख़्याल रखना होगा और इस जगह को दिखाना होगा।"
575,Test User 1401 ,BL,"मुझे मार्गदर्शक का मतलब नहीं पता था, तो मैंने शब्दकोश में देखा।"
576,Test User 1401 ,BL,"ख़ैर, उसने मुझे इस बारे में कुछ नहीं बताया।"
577,Test User 1401 ,BL,"अली, रहम, सुमी और रानी पाठशाला से घर लौटते समय मुझ से बार बार पूछ रहे थे।"
578,Test User 1401 ,BL,"मैंने उनसे कहा कि मुझे नहीं पता कि वे किस बारे में बात कर रहे थे, पर यह तो सच नहीं है।"
579,Test User 1401 ,BL,मुझे कैसे पता नहीं होगा?
580,Test User 1401 ,BL,"देखो, तुम्हारी वजह से मुझे अपने दोस्तों के सामने झूठ बोलना पड़ा।"
581,Test User 1401 ,BL,"तुम्हारी सच्चाई, मैं ही फिर से, माँ कहती हैं कि दूसरों को घूरना अच्छी बात नहीं है, पर मैं देख सकता हूँ कि सब तुम्हें ही घूर रहे हैं।"
582,Test User 1401 ,BL,"वे मुझे भी घूरते हैं, क्यों मुझे तुम्हारे साथ रहना पड़ता है मार्गदर्शक बनकर।"
583,Test User 1401 ,BL,तुम हमारी पाठशाला क्यों आयी?
584,Test User 1401 ,BL,जिस पाठशाला में तुम पहले जाती थी तुम वहीं क्यों जा रही हो?
585,Test User 1401 ,BL,जानते हो कल क्या हुआ ?
586,Test User 1401 ,BL,"राहम, अली और उसके कक्षा के दो अन्य साथियों ने मुझे पाठशाला ख़त्म होने पर घेर लिया था, और जानना चाहते थे कि मैं क्या जनता हूँ।"
587,Test User 1401 ,BL,उन्होंने मेरा बस्ता फेंक दिया और  मुझे  वापस नहीं दे रहे थे।
588,Test User 1401 ,BL,फिर उन्होंने उसे सड़क के पास वाले झाड़ियों के बीच फेंक दिया और मुझे पहाड़ की तरफ़ से सरकते हगे जा कर लाना पड़ा।
589,Test User 1401 ,BL,मैंने अपनी क़मीज़ फाड़ ली थी और माँ मुझ पर ग़ुस्सा थीं।
590,Test User 1401 ,BL,यह सब तुम्हारी ग़लती है।
591,Test User 1401 ,BL,"हेलो मैं, सबसे मैंने यह कह रखा है कि उन्हें जो कुछ पूछना हो तुमसे सीधे पूँछे।"
592,Test User 1401 ,BL,मुझसे सवाल करने का मतलब?
593,Test User 1401 ,BL,मुझे कैसे पता रहेगा की तुम्हारे पास वह चीज़ क्यों है या वह कैसे काम करती है।
594,Test User 1401 ,BL,"सच कहूँ तो में यह नहीं कह सकता की में जिज्ञासु नहीं हूँ, मेरे मन में भी वही सवाल हैं जो सब मुझसे पूछते हैं।"
595,Test User 1401 ,BL,"हाँ, जब तुम कक्षा में पहले दिन आयी थी मैंने उसी दिन देखा था।"
596,Test User 1401 ,BL,मैंने देखा किस तरह तुम सारे काम दाहिने हाथ से करती हो और तुम्हारा बायाँ हाथ कभी नहीं हिलता।
597,Test User 1401 ,BL,पहले मुझे समझ में नहीं आया की समस्या क्या है।
598,Test User 1401 ,BL,"फिर जब मैं पास आया तो, कुछ ठीक नहीं लग रहा था।"
599,Test User 1401 ,BL,"बड़ा अजीब लगा, जैसे वह प्लास्टिक या ऐसी किसी चीज़ से ढका हो।"
600,Test User 1401 ,BL,फिर लगा कि वह खिलोने वाला हाथ है।
601,Test User 1401 ,BL,मुझे समझने में कुछ वक़्त लगा।
602,Test User 1401 ,BL,"और, मैंने देखा खाने के समय पर जो हुआ।"
603,Test User 1401 ,BL," मिलते हैं, मैंने कहा"
