id,translatedSet,src,tgt
8698,Test User 401 | Turtle Story PE L4 | Hindi -> English,कछुआ,Tortoise.
8349,Test User 701 | Under My Bed MT L2 | Hindi -> English,क्या बात है बेटा,What it is son 
8348,Test User 701 | Under My Bed MT L2 | Hindi -> English,माँ कहती हैं,Mother says
8347,Test User 701 | Under My Bed MT L2 | Hindi -> English,मुझे बुलाया था,I was called
8346,Test User 701 | Under My Bed MT L2 | Hindi -> English,मैं शेर की ओर इशारा करता हूँ,I am pointing to the lion 
8345,Test User 701 | Under My Bed MT L2 | Hindi -> English,माँ झुकती हैं और शेर को खींचकर बाहर निकालती हैं,Mother bends down and pulls the lion out
8344,Test User 701 | Under My Bed MT L2 | Hindi -> English,अरे,hey
8343,Test User 701 | Under My Bed MT L2 | Hindi -> English,कोई शेर - वेर नहीं है,There is no lion
8342,Test User 701 | Under My Bed MT L2 | Hindi -> English,यह तो मेरा मोटा पीला - काला स्वेटर है,This is my thick yellow-black sweater
8341,Test User 701 | Under My Bed MT L2 | Hindi -> English,इसके बटन शेर की आँखों की तरह चमकते हैं,Its buttons shine like a lion's eyes
8340,Test User 701 | Under My Bed MT L2 | Hindi -> English,मैं तो ऐसे ही डर गया,I got scared like nothing
8339,Test User 701 | Under My Bed MT L2 | Hindi -> English,माँ मुझे पानी पिलाती हैं,Mom feeds me water
8338,Test User 701 | Under My Bed MT L2 | Hindi -> English,अब मैं सो जाऊँगा,Now i am going to sleep
8337,Test User 701 | Under My Bed MT L2 | Hindi -> English,जंगल में असली शेरों के सपने जो देखने हैं,Dreaming of real lions in the forest
8336,Test User 701 | My Home MT L1 | Hindi -> English,यह मेरा घर है,This is my house
8335,Test User 701 | My Home MT L1 | Hindi -> English,मैं यहाँ अपने पूरे परिवार के साथ रहती हूँ,I live here with my whole family
8334,Test User 701 | My Home MT L1 | Hindi -> English,हम अपने जूते और चप्पल यहाँ उतारते हैं,We put our shoes and sleeper here
8333,Test User 701 | My Home MT L1 | Hindi -> English,यहाँ हम अपने हाथ - मुँह धोते हैं,Here we wash our hands
8332,Test User 701 | My Home MT L1 | Hindi -> English,मैं अपने कपड़े खूँटी पर टाँगती हूँ,I hang my clothes on the peg
8331,Test User 701 | My Home MT L1 | Hindi -> English,मेरे दादा जी अपनी छड़ी कोने में रखते हैं,My grandfather places his stick in the corner
8330,Test User 701 | My Home MT L1 | Hindi -> English,हम अपनी चटाइयाँ भी वहीं रखते हैं,We keep our mats too there 
8329,Test User 701 | My Home MT L1 | Hindi -> English,मेरे पिता जी अपनी मोटरसाइकिल बाहर रखते हैं,My father keeps his bike outside
8328,Test User 701 | My Home MT L1 | Hindi -> English,लेकिन उनका हेल्मेट अलमारी के ऊपर रहता है,But her helmet remains above on the Almari
8327,Test User 701 | My Home MT L1 | Hindi -> English,मेरी माँ और दादी अपनी साड़ियाँ बक्से में रखती हैं,My mother and I keep sari in the box
8326,Test User 701 | My Home MT L1 | Hindi -> English,स्वादिष्ट खाना रसोईघर में पकता है,Delicious food cooked in the kitchen
8325,Test User 701 | My Home MT L1 | Hindi -> English,जब ठंड पड़ती है तो हम रज़ाइयाँ निकाल लेते हैं,"When it is cold, we take use puffed up"
8324,Test User 701 | My Home MT L1 | Hindi -> English,जब गर्मी पड़ती है तो हम एक पंखा चला लेते हैं,"when it is hot, we use a fan"
8323,Test User 701 | My Home MT L1 | Hindi -> English,जब हमारे यहाँ ख़ास मेहमान आते हैं तो हम कुर्सियाँ निकालते हैं,"When we have special guest, we take out chairs"
8322,Test User 701 | My Home MT L1 | Hindi -> English,"तुम मेरे घर ज़रूर आना , मुझसे मिलने","you must come to my home, to meet me"
8321,Test User 701 | My Home MT L1 | Hindi -> English,जल्दी आना,come soon
8320,Test User 701 | A Helping Hand PE L4 | Hindi -> English,थोड़ी सी मदद,A little help
8319,Test User 701 | A Helping Hand PE L4 | Hindi -> English,प्रिय,Dear
8318,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"जो भी हो , तुम जानती ही हो कि तुम कौन हो","Whatever you are, you know who you are"
8317,Test User 701 | A Helping Hand PE L4 | Hindi -> English,और यूँ भी तुम यह पत्र कभी नहीं देख पाओगी,And even though you will never see this letter
8316,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"मैडम ने कहा था कि मुझे तुम्हारी मदद करनी है और तुम्हें यह दिखाना है कि स्कूल में कौन सी जगह कहाँ है , क्योंकि तुम स्कूल में नई आई हो","Madam said that I have to help you and show you where the place is in the school, because you are new to the school."
8315,Test User 701 | A Helping Hand PE L4 | Hindi -> English,लेकिन उन्होंने मुझे इस बारे में और कुछ नहीं बताया था,But they didn't tell me anything else about it
8314,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"स्कूल से घर लौटते हुए अली , गौरव , सुमी और रानी , मुझसे बार - बार मेरी इस नई ज़िम्मेदारी के बारे में पूछते रहे","While returning home from school, Ali, Gaurav, Sumi, and Rani kept asking me about this new responsibility of mine"
8313,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"मैंने बात टालने की कोशिश की , लेकिन मुझे तो मालूम था कि मुझे क्या काम सौंपा गया है","I tried to avoid it, but I knew what work assigned to me"
8312,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मैंने उनसे कहा कि पता नहीं तुम लोग किस चीज़ के बारे में बात कर रहे हो,I told him that you do not know what you guys are talking about
8311,Test User 701 | A Helping Hand PE L4 | Hindi -> English,लेकिन यह बात सच नहीं थी,But it was not true
8310,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मुझे अच्छी तरह पता था कि वे किस के बारे में पूछ रहे हैं,I knew very well what they were asking about
8309,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"देखो न , तुम्हारी वजह से मुझे अपने दोस्तों से झूठ बोलना पड़ा","See, I lie to my friends because of you"
8308,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"तुम्हारा , मैं कहो कैसी हो , माँ कहती है कि लोगों को घूरना अच्छी बात नहीं है","Your, how can I say, mom says it's not a good thing to stare at people"
8307,Test User 701 | A Helping Hand PE L4 | Hindi -> English,लेकिन मैं तो देखता हूँ कि सभी तुम्हें घूरते हैं,But I see that everybody stares at you
8306,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"वे मुझे भी घूरते हैं क्योंकि मुझे तुम्हारे साथ रहना होता है , तुम्हारा ध्यान रखने के लिए","They also stare at me because I have to be with you, to take care of you"
8305,Test User 701 | A Helping Hand PE L4 | Hindi -> English,तुम हमारे स्कूल में क्यों आइं,Why did you come to our school
8304,Test User 701 | A Helping Hand PE L4 | Hindi -> English,तुमने अपनी पढ़ाई उसी स्कूल में जारी क्यों नहीं रखी जहाँ तुम पहले पढ़ती थीं,Why didn't you continue your studies in the same school where you study earlier
8303,Test User 701 | A Helping Hand PE L4 | Hindi -> English,जानती हो कल क्या हुआ,Do you know what happened yesterday
8302,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"गौरव , अली और सातवीं कक्षा के उनके दो और दोस्त स्कूल की छुट्टी के बाद मेरे पीछे पड़ गए","Gaurav, Ali and two of his friends from seventh grade followed me after school"
8301,Test User 701 | A Helping Hand PE L4 | Hindi -> English,तुम समझ ही गई होगी कि वह क्या जानना चाहते होंगे,You have understood what they would try to know
8300,Test User 701 | A Helping Hand PE L4 | Hindi -> English,उन्होंने मेरा बस्ता छीन लिया और वापस नहीं दे रहे थे,They snatched my bag and we're not giving back
8299,Test User 701 | A Helping Hand PE L4 | Hindi -> English,बाद में उन्होंने उसे सड़क किनारे झाड़ियों में फेंक दिया,Later they threw them into the bushes on the roadside
8298,Test User 701 | A Helping Hand PE L4 | Hindi -> English,उसे लाने के लिए मुझे घिसटते हुए ढलान पर जाना पड़ा,I had to drag it downhill to get it
8297,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मेरी कमीज़ फट गई और माँ ने मुझे डाँटा,My shirt was torn and mother scolded me
8296,Test User 701 | A Helping Hand PE L4 | Hindi -> English,यह सब तुम्हारी ही वजह से हुआ,It's all because of you.
8295,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"मैं हैलो , मैं सबसे कहता हूँ कि वे जो कुछ भी जानना चाहते हैं ख़ुद तुमसे ही पूछ लें","Hello, I say to everyone, whatever they want to know, they should ask you."
8294,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मुझसे पूछने का क्या मतलब,What does mean to ask me
8293,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मुझे कैसे पता हो सकता है कि तुम्हारे पास वह चीज क्यों है और वह कैसे काम करती है,How I can know why you have that thing and how it works
8292,Test User 701 | A Helping Hand PE L4 | Hindi -> English,सच कहूँ तो ख़ुद मैं भी यह बात जानना चाहता हूँ और मेरे मन में भी वही सवाल हैं जो लोग तुम्हारे बारे में मुझसे पूछते हैं,"Frankly, I too want to know this and I also have the same questions which people ask me about you"
8291,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"हाँ , मैंने पहले दिन ही , जब तुम कक्षा में आई थीं , गौर किया था कि तुम एक ही हाथ से सारे काम करती हो और तुम्हारा बायाँ हाथ कभी हिलता भी नहीं","Yes, on the very first day, when you came to the class, I noticed that you do all your work with one hand and your left hand never moves."
8290,Test User 701 | A Helping Hand PE L4 | Hindi -> English,पहले - पहल मुझे समझ में नहीं आया कि इसकी वजह क्या है,"Firstly, I did not understand the reason behind it"
8289,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"फिर , जब मैं और नजदीक आया , तब देखा कि कुछ है जो ठीक सा नहीं है","Then, when I came closer, I saw that there is something which is not right"
8288,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"वह अजीब लग रहा था , जैसे तुम्हारे हाथ पर प्लास्टिक की परत चढ़ी हो","that looked strange, like a plastic layer on your hand."
8287,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मैं समझा कि यह किसी किस्म का खिलौना हाथ होगा,I think it is some kind of toy hand
8286,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मुझे बात समझने में कुछ समय लगा,I took some time to understand thing
8285,Test User 701 | A Helping Hand PE L4 | Hindi -> English,"इसके अलावा , खाने की छुट्टी के दौरान जो हुआ वह मुझसे छुपा नहीं था","besides this, what happened during the lunch break was not hidden from me"
8284,Test User 701 | A Helping Hand PE L4 | Hindi -> English,फिर मिलेंगे,see you again
8283,Test User 701 | A Helping Hand PE L4 | Hindi -> English,मैं,I am
8282,Test User 701 | Monsoon | Hindi -> English,माना जाता है कि मानसून की बारिश आशीर्वाद के साथ - साथ अभिशाप भी होती है,The Monsoon rain is believed to be a curse along with blessings
8281,Test User 701 | Monsoon | Hindi -> English,"जब पर्याप्त मात्रा में बारिश कम होती है , तो गर्मी की चिलचिलाती धूप के बाद यह हमारे लिए एक आशीर्वाद है","When there is less amount of rain, it is a blessing for us after the scorching heat of the summer"
8280,Test User 701 | Monsoon | Hindi -> English,यह किसानों के लिए भी एक आशीर्वाद है क्योंकि फसलें बहुतायत में उगती हैं,It is also a blessing for farmers because crops grow in abundance
8279,Test User 701 | Monsoon | Hindi -> English,शुष्क गर्मी के बाद नदियों में पानी भर जाता है,After the dry summer  the river gets flooded with water
8278,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,मसाला चाय,Spice tea.
8277,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,दक्षिणी भारत में एक छोटे से पहाड़ी खेड़े में बुलबुली नाम की एक छोटी सी लड़की रहती थी,"In the hilly areas of interiors of Southern India, there lived a girl named Bulbuli."
8276,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"वह अपनी माँ के साथ ऊँचे , हरे पेड़ों से घिरी एक झोंपड़ी में रहती थी",She lived with her mother in a hut surrounded by a big green tree.
8275,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,इतने ऊँचे और हरे - भरे पेड़ किसी ने कभी न देखे होंगे,"No one would have seen such green, tall and big trees."
8274,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,कोहरे वाले दिन पौधों और पेड़ों की पत्तियों से ओस की नन्ही - नन्ही बूदें टपकतीं तो लगता परीलोक में बारिश हो रही है,"On the foggy mornings when she saw dew drops on the plants and leaves, she would think as if it has rained in the fairy land."
8273,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,बुलबुली अपने नाम की तरह ही हँसमुख थी,Bulbuli was as cheerful as her name.
8272,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,वह अपने साथियों के साथ गाँव के आस - पास के जंगल के ओरछोर तक कूदती फिरती,Along with her friends she would jump around in the outskirts of the village.
8271,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,सुबह तरह - तरह की सुगन्धों से भरी हवा में गहरी साँसें लेना उसको बहुत अच्छा लगता था,He felt very good to breathe in the fragrant air every morning..
8270,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"कभी हवा में मीठी - मीठी भीनी - भीनी खुशबू होती थी , कभी तेज़ ओर तीखी गंध",Sometimes there was nice scent in the air and sometime sharp and bad smell.
8269,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,रोज सुबह तोताराम बुलबुली की झोंपड़ी के सामने के ऊँचे पेड़ पर बैठकर उसे जंगल के हालचाल बताता,"Everyday in the morning , Totaram used to sit on top of the big tree in front of Bulbuli's hut and tell her news from the jungle."
8268,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,वह उसको देश - विदेश के लोगों की बातें बताता,He used to tell her about the people of different countries.
8267,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,बुलबुली को तोताराम की कहानियाँ अच्छी लगती थीं,Bulbuli loved Totaram's stories.
8266,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,तोताराम की बातें सुन कर उसका दिल बल्लियों उछलता और उसका मन होता कि मैं भी दूर देश जाऊँ वहाँ के नदियाँ - पहाड़ - जंगल देखूँ,"After listening to Totaram's words her heart would also leap to visit far flung jungles, rivers, mountains and countries."
8265,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,लेकिन फिर वह ठंडी साँस लेकर रह जाती - उसने तो बावली घाटी भी नहीं देखी थी,But then she would take a cold breath- she hadn't even seen the crazy valley.
8264,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,गाँव के लोग अक्सर बावली घाटी की बातें करते,The people of the village often talked about crazy valley.
8263,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"वहाँ गया कोई नहीं था , सबने उसके बारे में सुना ही सुना था","No one had ever gone there, but everyone had heard about that place."
8262,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,लोगों की बातों से लगता था कि बावली घाटी कोई कमाल की जगह है,People thought that crazy valley was a very fascinating place.
8261,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"बुलबुली सोचती कि अगर मैं कभी बावली घाटी गई तो लौट कर सबको वहाँ के बारे में बताऊँगी , फिर वह लोगों के लिए अनजानी जगह नहीं रह जायेगी",Bulbuli thought that if she visited crazy valley she would come back and tell everyone about it and then it will not be an unknown place for everyone.
8260,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,एक दिन नींद से जागते ही बुलबुली को तोताराम की याद आई,At night once she woke up from sleep and remembered Totaram a lot.
8259,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"मुर्गियों को दाना डालते , उनके अण्डे जमा करते , गायों को चारा देते , उन्हें दुहते , वह तोताराम की सीटी का ही इन्तज़ार करती रही","While feeding the hens , collecting their eggs , feeding cows , milking the cows , she was waiting for the signal from Totaram."
8258,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,आखिर पाठशाला का समय हो गया और वह पाठशाला चली गई,At last it was time to go to the school and she left.
8257,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,उसकी पाठशाला बरगद के एक घने पेड़ की नीचे लगती थी,Her school was under a huge banyan tree.
8256,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,जब कभी बारिश होती तो पाठशाला में छुट्टी हो जाती,"Whenever it used to rain, it would be off day for school."
8255,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,उस दिन बुलबुली का मन पढ़ने में नहीं लग रहा था,That day Bulbuli could not concentrate on her studies.
8254,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,उसकी आँखें तोताराम को ढूँढ रही थीं जो रोज़ ही उससे मिलने आता था," Her eyes were searching for Totaram, he used to come everyday to meet her."
8253,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,आज तोताराम कहाँ है,Where is Totaram today?
8252,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"फिर कई दिन बीत गए तोताराम नहीं आया , बुलबुली परेशान होने लगी","Many days passed Totaram didn's show up, Bulbuli was worried."
8251,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"पाठशाला की छुट्टी के बाद बुलबुली तोताराम को पुकारती जंगल में घूमती , तुम कहाँ हो तोताराम","After the school holiday , Bulbuli would look out for Totaram in the forest, Where are you Totaram?"
8250,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,बोलो न,Speak up..
8249,Test User 1401 | Jungle Brew PE L4 | Hindi -> English, लेकिन कोई जवाब न आता,But there was no answer .
8248,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"फिर एक सुबह सूरज उगने से भी पहले , भोर के समय उसको किसी पंछी की परेशान आवाज़ सुनाई दी","Then one day before the sun was born , she heard a troubled voice of a bird in the morning ."
8247,Test User 1401 | Jungle Brew PE L4 | Hindi -> English, जागो बुलबुली,Wake up Bulbuli.
8246,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,जागो,wake up.
8245,Test User 1401 | Jungle Brew PE L4 | Hindi -> English, वह कूद कर बाहर दौड़ी,She jumped out and ran.
8244,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,तोताराम ही था,It was Totaram.
8243,Test User 1401 | Jungle Brew PE L4 | Hindi -> English, तुम कहाँ थे तोताराम,"Totaram, where were you?"
8242,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,"मैं तो बहुत डर रही थी , क्या हुआ","What happened, I was scared?"
8241,Test User 1401 | Jungle Brew PE L4 | Hindi -> English,तुम इतने परेशान क्यों हो,Why are you so upset ?
8240,Test User 701 | How to be an Otter PE L3 | Hindi -> English,ऊदबिलाव बनने के गुण,The quality of being a murmur
8239,Test User 701 | How to be an Otter PE L3 | Hindi -> English,तैरना सीखो,Learn to swim
8238,Test User 701 | How to be an Otter PE L3 | Hindi -> English,अच्छे तरीके से तैरना सीखो,Learn to swim in good way
8237,Test User 701 | How to be an Otter PE L3 | Hindi -> English,ऐसा कि मछली पकड़ सको और किसी भी तरह के खतरे से बच सको,So that you can catch the fish and avoid any danger
8236,Test User 701 | How to be an Otter PE L3 | Hindi -> English,इसमें तुम्हारे झिल्लीदार पैर और लंबी चप्पू जैसी पूँछ तुम्हारी मदद करेगी,Your webbed feet and long paddle tail will help you in this
8235,Test User 701 | How to be an Otter PE L3 | Hindi -> English,अपनी रोएँदार खाल का ध्यान रखो,Take care of your chastity 
8234,Test User 701 | How to be an Otter PE L3 | Hindi -> English,यह पानी को अन्दर नहीं जाने देता जिससे ठंडे पानी में तैरते समय भी तुम्हें गर्माहट महसूस होती है,"It does not allow water to go deep, even when you take a bath in cold water "
8233,Test User 701 | How to be an Otter PE L3 | Hindi -> English,मछलियों के बारे में जानना ज़रूरी है,IT is necessary to know about fishes 
8232,Test User 701 | How to be an Otter PE L3 | Hindi -> English,धीरे - धीरे तुम्हें मछलियों की गंध और बदबूदार मछलियाँ भी अच्छी लगने लगेंगी,Gradually you will like the smell of fish and smelly fishes too
8231,Test User 701 | How to be an Otter PE L3 | Hindi -> English,तुम्हें पानी में छोटी मछलियाँ और बड़ी मछलियाँ मिलेंगी,You will meet small and big fishes
8230,Test User 701 | How to be an Otter PE L3 | Hindi -> English,ऐसी मछलियाँ भी तुम देखोगे जो साँप की तरह लगती हैं,The fish you will see that looks like snake
8229,Test User 701 | How to be an Otter PE L3 | Hindi -> English,यहाँ तक कि कुछ ऐसी भी होंगी जिनकी बिल्ली की तरह मूँछे होती हैं,There will even be some who have mustaches like a cat
8228,Test User 701 | How to be an Otter PE L3 | Hindi -> English,सभी मछलियों को पकड़ना आसान नहीं है,It's not easy to catch all fish
8227,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"पर याद रखो , कभी भी मरी हुई मछली को मत खाना","But remember, never eat dead fish"
8226,Test User 701 | How to be an Otter PE L3 | Hindi -> English,नदी तुम्हारा घर है,The river is your home 
8225,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"यहीं , नदी के तट पर , तुम अपने परिवार के लिए माँद खोदोगे","Here, on the banks of the river, you have dig den for your family"
8224,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"एक परिवार की तरह , तुम एक समूह में रहोगे","As a family, you will live in a group"
8223,Test User 701 | How to be an Otter PE L3 | Hindi -> English,तुम एक साथ शिकार करोगे और खेलोगे,You 're going to play and hunt together 
8222,Test User 701 | How to be an Otter PE L3 | Hindi -> English,तुम एक - दूसरे की रक्षा भी करोगे,You 'll also protect each other
8221,Test User 701 | How to be an Otter PE L3 | Hindi -> English,घर के बड़े बच्चों की रक्षा करेंगे,Elder of the house will protect children
8220,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"अपने बड़ों की बात सुनो , क्योंकि नदी के बारे में उन्हें सब कुछ पता है","Listen to your elders, because they know everything about the river"
8219,Test User 701 | How to be an Otter PE L3 | Hindi -> English,नदी तुम्हारा खेल का मैदान भी है,The river is your playing filed
8218,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"यहाँ तुम्हारे खोदने के लिए रेत है , छिपने के लिए बहुत सारी जगहें हैं","There 's a sand for you here, and there's a lot of mule for you"
8217,Test User 701 | How to be an Otter PE L3 | Hindi -> English,चट्टानें भी हैं जिन पर लेट कर तुम झपकी ले सकते हो,There are rocks on which you can sleep 
8216,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"नदी में और प्राणी भी होंगे , तुम्हें उनके साथ रहना सीखना होगा","there are other also staying In the river, you must learn to live with them "
8215,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"तुम्हारे साथ नदी में विशाल बगुले , शर्मीले कछुए , अजीब से दिखने वाले हवासील , शांत रहने वाली बत्तखें और मनमौजी दुष्ट मगरमच्छ भी होंगे","The river will be accompanied with you by giant herons, shy turtles, strange-looking pelican, cool ducks and wicked crocodiles"
8214,Test User 701 | How to be an Otter PE L3 | Hindi -> English,दुष्ट मगरमच्छों को अकेले रहना पसंद है,The wicked fishermen is like to live alone 
8213,Test User 701 | How to be an Otter PE L3 | Hindi -> English,उन्हें परेशान मत करना,Don 't bother them
8212,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"मछुआरा तुम्हारा मित्र हो सकता है , पर उसके जाल से बचकर रहना","Fisherman can be your friend, but stay away from his net"
8211,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"अपने परिवार के भरण - पोषण के लिए , हमारी ही तरह मछुआरे को भी मछलियों की ज़रूरत होती है","For the maintenance of their family, the fishermen like us also need fishes"
8210,Test User 701 | How to be an Otter PE L3 | Hindi -> English,उनसे दूर ही रहना और फिर वह तुमसे दूर रहेगा,"Away from them, and then they will be far away from you."
8209,Test User 701 | How to be an Otter PE L3 | Hindi -> English,ऐसी किसी भी चीज़ से दूर रहना जो नदी में नहीं रहती - वह तुमको पकड़ने के लिए बिछाया कोई जाल हो सकता है,"To keep away from everything that does not live in the river, it can be a trap to catch you."
8208,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"किसी भी चमकती , धातु की वस्तु के पास मत जाना या कौतुहलवश उसे छूने की कोशिश मत करना","Don 't try to go near and never try to touch any shining metal, object"
8207,Test User 701 | How to be an Otter PE L3 | Hindi -> English,नदी के जीवन में बदलाव आते रहते हैं,River life have many changes
8206,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"हो सकता है कल तुम्हारे पसंदीदा रेतीले तट गायब हो जाएँ , वैसे ही जैसे हो सकता है , वे बारिश के मौसम में वापस दिखने लगें","Maybe your favorite sandy beach will disappear, as it may be, they 'll look back in the rainy season"
8205,Test User 701 | How to be an Otter PE L3 | Hindi -> English,तुमको बहुत शीघ्रता से सब सीखना होगा और अपनी सूझबूझ पर भरोसा रखना होगा,You have to learn very quickly and rely on your understanding
8204,Test User 701 | How to be an Otter PE L3 | Hindi -> English,"याद रखो , नदी हमेशा तुम्हारा घर रहेगी","Remember, the river will always be your home"
8203,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,थोड़ी सी मदद,A liitle help .
8202,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,प्रिय,Dear
8201,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"जो भी हो , तुम जानती ही हो कि तुम कौन हो","Whatever, You know who you are ."
8200,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,और यूँ भी तुम यह पत्र कभी नहीं देख पाओगी,And anyway you will never be able to see this letter .
8199,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"मैडम ने कहा था कि मुझे तुम्हारी मदद करनी है और तुम्हें यह दिखाना है कि स्कूल में कौन सी जगह कहाँ है , क्योंकि तुम स्कूल में नई आई हो","Madam had said that she would help me  and show me which place is where in school , because I was a newcomer in the school. "
8198,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,लेकिन उन्होंने मुझे इस बारे में और कुछ नहीं बताया था,But they had not told me anything else about this .
8197,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"स्कूल से घर लौटते हुए अली , गौरव , सुमी और रानी , मुझसे बार - बार मेरी इस नई ज़िम्मेदारी के बारे में पूछते रहे","While returning home from school , Ali , Gaurav, Sumee and Rani  kept asking me about my this new responsibility ."
8196,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"मैंने बात टालने की कोशिश की , लेकिन मुझे तो मालूम था कि मुझे क्या काम सौंपा गया है","I tried to avoid , but i knew what work was given to me."
8195,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,मैंने उनसे कहा कि पता नहीं तुम लोग किस चीज़ के बारे में बात कर रहे हो,I told them that I do not know what you people are talking about ?
8194,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,लेकिन यह बात सच नहीं थी,But this was not true .
8193,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,मुझे अच्छी तरह पता था कि वे किस के बारे में पूछ रहे हैं,I knew very well what they were asking about.
8192,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"देखो न , तुम्हारी वजह से मुझे अपने दोस्तों से झूठ बोलना पड़ा","See, because of you I had to to lie to my friends ."
8191,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"तुम्हारा , मैं कहो कैसी हो , माँ कहती है कि लोगों को घूरना अच्छी बात नहीं है","Yours me , say how are you , mother says staring people is not a good thing ."
8190,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,लेकिन मैं तो देखता हूँ कि सभी तुम्हें घूरते हैं,But I see that everyone stares at you .
8189,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"वे मुझे भी घूरते हैं क्योंकि मुझे तुम्हारे साथ रहना होता है , तुम्हारा ध्यान रखने के लिए",They also stare at me  because i have to be  with you to take care of you .
8188,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,तुम हमारे स्कूल में क्यों आइं,Why did you get to our school ?
8187,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,तुमने अपनी पढ़ाई उसी स्कूल में जारी क्यों नहीं रखी जहाँ तुम पहले पढ़ती थीं,Why didn't you keep your studies going to the same school where you used to study earlier .
8186,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,जानती हो कल क्या हुआ,Do you  know what happened yesterday.
8185,Test User 1101 | A Helping Hand PE L4 | Hindi -> English,"गौरव , अली और सातवीं कक्षा के उनके दो और दोस्त स्कूल की छुट्टी के बाद मेरे पीछे पड़ गए","Gaurav, Ali and two of their friends of class seven  followed  me when school was over."
