id,translatedSet,src,tgt
11012,Test User 1401 | मसाला चाय MT L4 | English -> Hindi,she had to stop dreaming of faraway lands when she had never even been to senseless point,उसे दूर दराज की जगहों की कल्पना करना बंद करना पड़ेगा जब वह कभी भी senseless point नहीं गयी थी .
11011,Test User 1401 | मसाला चाय MT L4 | English -> Hindi,everybody in the village talked of senseless point,गाँव में सब लोग बेसूध जगह की बात करते थे 
11010,Test User 1401 | मसाला चाय MT L4 | English -> Hindi,a few people from the neighbouring villages had been there but no one from her own village,पड़ोसी गांवों से कुछ लोग वहाँ गये थे लेकिन उसके अपने गांव से कोई भी नहीं .
11009,Test User 1401 | मसाला चाय MT L4 | English -> Hindi,"from all the talk around , it seemed like a mysterious place promising an experience of a lifetime","चारों ओर के बातों से , यह एक रहस्यमय जगह की तरह लगता था जो जीवन के एक अनोखे अनुभव कराती है "
11008,Test User 1401 | मसाला चाय MT L4 | English -> Hindi,"maya believed that if she ever had the chance to go to senseless point , she would return to her hamlet and describe it to everyone",माया को यह विश्वास था कि यदि उसको कभी बेसूध होना हो तो वह अपने गाँव लौट आएगी 
11007,Test User 1401 | मसाला चाय MT L4 | English -> Hindi,she would tell everyone about this mysterious place,वह सब से इस रहस्यमय जगह के बारे में बताती रहती थी।
11006,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,a jackal and a rabbit were the best of friends,एक सियार और खरगोश सबसे अच्छे दोस्त थे।
11005,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,one day the jackals wife was not feeling well,एक दिन सियार की पत्नी अच्छी तरह महसूस नहीं कर रही थी ।
11004,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"the jackal called the rabbit and said , my wife has fever","सियार ने खरगोश को बुलाया और कहा , मेरी पत्नी को बुखार है।"
11003,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,she does not feel like eating anything,उसे कुछ और खाने की इच्छा नहीं हो रही।
11002,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,now she says she could eat a crab,अब वह कहती है कि वह एक केंकड़ा खा सकती है।
11001,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"the rabbit said , let us go and get a crab for her","खरगोश ने कहा , चलो , हम उसके लिए एक केंकड़ा ले कर आते हैं।"
11000,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,both the friends set off to find a crab,दोनों दोस्त एक केंकड़े की तलाश में निकल पड़े।
10999,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the rabbit went in one direction and the jackal in another,खरगोश एक दिशा में गया और सियार दूसरे में।
10998,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the rabbit soon spotted a hole in the mud,खरगोश ने जल्दी ही मिट्टी में एक छेद देखा।
10997,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,he peeped in and saw a fat crab sitting inside,"उसने झाँककर देखा , वहाँ एक मोटा केंकडा बैठा था।"
10996,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"this will be perfect , thought the rabbit","यह ठीक है , ख़रगोश ने  सोचा।"
10995,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,he carefully put his hand in the hole which was quite deep,उसने अपना हाथ ध्यान से मांद में डाला जो काफी गहरा था।
10994,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"when his hand could not reach the crab , the rabbit put his tail into the hole",जब उसका हाथ केंकड़े तक नहीं पहुंचा तो खरगोश ने अपनी पूंछ मांद में डाल दी ।
10993,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the crab bit his tail hard and held it tight,केंकड़े ने उसकी पूँछ ज़ोर से काटी और कस कर पकड़ कर रखा।
10992,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the poor rabbit cried loudly,बेचारा खरगोश जोर से चिल्लाया।
10991,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the jackal heard him and came running to him,सियार ने उसे सुना और उसके पास दौड़ा आया ।
10990,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"the rabbit gasped , do not just look at me","खरगोश ने आह भरी, सिर्फ़ मुझे देखते मत रहो।"
10989,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"my tail is caught inside , pull me out","मेरी दुम अंदर रह गयी है , मुझे बाहर खींचो।"
10988,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the jackal caught him by the ears and pulled with all his might,सियार ने उसे कान से पकड़ लिया और अपनी सारी ताक़त के साथ खींचा।
10987,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"when he saw the tail move , the crab bit the rabbits tail again","पूँछ  को फिर से हिलते देख, केंकड़े ने उसे फिर से ज़ोर से काटा।"
10986,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,the rabbit yelled in pain and jumped,खरगोश दर्द में ज़ोर से कूद गया।
10985,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,his tail got cut and was left behind in the hole,उसकी पूंछ कट गई और मानद में पीछे रह गयी ।
10984,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,"his ears had become very , very long after the jackal had pulled them",सियार के खींचने के बाद उसके कान बहुत बहुत लम्बे हो गये थे।
10983,Test User 1401 | खरगोश के लम्बे कान PE L2 | English -> Hindi,since that day the rabbits tail is short and his ears long,बस उस दिन से खरगोश के कान छोटे और पूँछ छोटी हो होगयी।
10982,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,my favorite person in my family is my grandma,मेरे परिवार में मेरी प्रिय व्यक्ति मेरी दादी हैं।
10981,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,she makes yummy laddoos for me,वह मेरे लिए स्वादिष्ट लड्डू बनाती हैं।
10980,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,her laddoos are big and soft with a tiny cashew nut on top,उनके लड्डू बहुत बड़े और नरम होते हैं जिसके ऊपर एक छोटा - सा काजू का टुकड़ा रखती है । 
10979,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,my grandma also helps me read new books,मेरी दादी मुझे किताबें पढ़ने में भी मदद करती है  
10978,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,grandma is also very brave,दादी बहुत बहादुर भी है । 
10977,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,she is not afraid of spiders,उसे मकड़ी से डर नहीं लगता । 
10976,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,she shoos them away with a newspaper in hand,वह उन्हें एक अखबार से दूर कर देती है 
10975,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,i like to help my grandma,मुझे अपनी दादी की मदद करना पसंद है 
10974,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,"she tells me interesting tales from her childhood , while i help her peel the peas","वह मुझे अपने बचपन से दिलचस्प कहानियां सुनाती है , जब हम मटर छील रहे थे "
10973,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,the yellow sweater that she knitted for me is my favorite,पीला स्वेटर जो उसने मेरे लिए बुना था वह मेरा पसंदीदा है 
10972,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,i love my grandma,मैं मेरी दादी पसंद करता हूँ 
10971,Test User 1401 | नानी की ऐनक MT L2 | English -> Hindi,she really is the best,वह सच में सर्वश्रेष्ठ है 
10970,Test User 1401 | कछुआ PE L4 | English -> Hindi,"when i woke up in the morning , the sun was shining again","जब मैं सुबह उठा, सूरज फिर चमक रहा था।"
10969,Test User 1401 | कछुआ PE L4 | English -> Hindi,"i looked around me , wondering where i was","मैंने चारों ओर देखा , मैं सोचने लगा कि मैं कौन हूँ।"
10968,Test User 1401 | कछुआ PE L4 | English -> Hindi,and then i remembered,और फिर मुझे याद आया।
10967,Test User 1401 | कछुआ PE L4 | English -> Hindi,"i was a baby sea turtle - an olive ridley - in the middle of a big blue world , which i had heard someone call the ocean","मैं एक नन्हा समुद्र कछुआ था - एक ऑलिव रिडली जाती - विशाल नीले विश्व के मध्य में , जो मैंने किसी को कहते सुना था कि उसका नाम है महासागर।"
10966,Test User 1401 | कछुआ PE L4 | English -> Hindi,"there was blue and green water in every direction , and the sunlight was playing games with the clouds",हर दिशा में नीला और हरा पानी था और सूर्य बादल के साथ खेल खेल रहा था।
10965,Test User 1401 | कछुआ PE L4 | English -> Hindi,"i tucked my flippers beneath my body and floated for a while , letting the current carry me","मैं अपने शरीर के नीचे अपनी पंखों को मोड़ा, थोड़ी देर तक बहता रहा, जिस तरफ़ समुद्र का बहाव ले जाता।"
10964,Test User 1401 | कछुआ PE L4 | English -> Hindi,i did not know where i was,मुझे पता नहीं था कि मैं कहाँ था।
10963,Test User 1401 | कछुआ PE L4 | English -> Hindi,"but that does not matter when the sun is shining , and your stomach is full",किन्तु जब सूर्य चमकता है और पेट भी भरा हो तब यह सब कुछ मतलब नहीं रखतीं।
10962,Test User 1401 | कछुआ PE L4 | English -> Hindi,"the sun warmed me , and filled me with new energy","सूरज ने मुझे गरमाहत दी  , और मुझे नई ऊर्जा के साथ भरा दिया।"
10961,Test User 1401 | कछुआ PE L4 | English -> Hindi,"just as i was beginning to think that i would love to spend the rest of my life here , a school of fish went by",जैसे ही मैं यह सोचने लगा कि मैं अपने जीवन के बाकी दिन यहाँ बिताना पसंद करूँगा तभी मछलियों का एक समूह मेरे पास से गया।
10960,Test User 1401 | कछुआ PE L4 | English -> Hindi,chasing them was a really big fish,उनका पीछा करने वाली एक बड़ी मछली थी।
10959,Test User 1401 | कछुआ PE L4 | English -> Hindi,i could tell he was a really hungry fish too,मैं कह सकता था कि वह बहुत भूख वाली मछली थी।
10958,Test User 1401 | कछुआ PE L4 | English -> Hindi,"when he saw me , his eyes lit up","जब उसने मुझे देखा , उसकी आँखें चमक रही थीं।"
10957,Test User 1401 | कछुआ PE L4 | English -> Hindi,"mmmmm , he seemed to be thinking , baby turtle soup","म्म्म, वह सोच रहा होगा, छोटे कच्छुए का शोरबा।"
10956,Test User 1401 | कछुआ PE L4 | English -> Hindi,"moments later , i was swimming as fast as i could , with those big teeth snapping at my little hind flippers","क्षण के बाद , मैं तेजी से तैर रहा था,  मैं उन बड़े दांतों के ग़ुस्से से बचने के लिए जो मेरे पंखों की तरफ़ बड़ रहा था।"
10955,Test User 1401 | कछुआ PE L4 | English -> Hindi,"just when i was beginning to tire , i saw a seaweed raft","जब मैं थकने लगा, तो मैंने एक समुद्री शनिवार  का बाड़ देखा।"
10954,Test User 1401 | कछुआ PE L4 | English -> Hindi,"a seaweed raft is just that , a floating mass of seaweed and driftwood that travels around the ocean , carried along by the current","बाड़ एक समुद्री शैवाल का हिस्सा है बस इतना है ,एक तैरता हुआ लकड़ी का टुकड़ा है , जो कि महासागर के चारों ओर यात्रा करता है , और समुद्री बहाव के साथ चलता है।"
10953,Test User 1401 | कछुआ PE L4 | English -> Hindi,"on and in the raft are the drifters , all the seas little and not - so - little creatures that float around the ocean , waiting for something to happen","बाड़ के अंदर और उसके ऊपर, समुद्र के सभी छोटे - बड़े प्राणी हैं , जो समुद्र के चारों ओर होते हैं , जो किसी चीज की प्रतीक्षा करते हैं ।"
10952,Test User 1401 | कछुआ PE L4 | English -> Hindi,"gratefully , i slipped into the raft","आभारी हो कर  , मैं बाड़ पर छड़ गया।"
10951,Test User 1401 | कछुआ PE L4 | English -> Hindi,"i would not leave this safe haven for many , many years",मैं इस सुरक्षित आश्रय को कई सालोन तक नहीं छोड़ने वाला था।
10950,Test User 1401 | कछुआ PE L4 | English -> Hindi,being on the raft was like going on a world cruise,बाड़ पर रहना एक विश्व क्रूज़ पर होने के बराबर था।
10949,Test User 1401 | कछुआ PE L4 | English -> Hindi,"i enjoyed it very much , but as i grew up , i decided it was time to explore the big wide world outside the raft","मुझे यह बहुत अच्छा लगता था , लेकिन जैसा कि मैं बढ़ गया था , मैंने तय किया था बड़े पैमाने पर बाड़ की बाहर की दुनिया की खोज करने के लिए समय था।"
10948,Test User 1401 | कछुआ PE L4 | English -> Hindi,i had heard wonderful things about a place called the reef where a lot of other turtles lived,मैंने एक ऐसे स्थान के बारे में अद्भुत बातें सुनी थीं जिन्हें एक बहुत सारे कछुए रहते थे।
10947,Test User 1401 | कछुआ PE L4 | English -> Hindi,everyone said the reef was the fairyland of the ocean,सभी ने कहा कि प्रवालभित्ति महासागर का परलोक था।
10946,Test User 1401 | कछुआ PE L4 | English -> Hindi,"they said it was full of beautiful , brightly - coloured creatures , both harmless ones like the clown fish and poisonous ones like the scorpion fish","उन्होंने कहा कि यह एक सुंदर , चमकदार रंग के जानवरों से भरा हुआ था, दोनों हीं जैसे आहानिकारक क्लाउन मछली तथा हानिकारक बिच्छु मछली।"
10945,Test User 1401 | कछुआ PE L4 | English -> Hindi,i wondered how i would find it,मुझे आश्चर्य हुआ कि मैंने उसे कैसे ढूँढा?
10944,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,i wake up at night feeling thirsty,आधी रात को मैं प्यासा उठता हूँ।
10943,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,i want to get some water,मुझे थोड़ा पानी चाहिए।
10942,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,i start looking for my slippers under the bed,बिस्तर के नीचे मैं अपने चप्पलों को ढूँढता हूँ।
10941,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,oh my goodness,ओह भगवान!
10940,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,there is a tiger under my bed,मेरे बिस्तर के नीचे एक बाघ है।
10939,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,now what should i do,अब मुझे क्या karna चाहिए?
10938,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,should i call ma,माँ को बुलाना चाहिए क्या?
10937,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,what if the tiger roars,अगर फिर से बाघ ने दहाड़ लगायी तो?
10936,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,should i just go back to sleep,फिर भी क्या मैं फिर से सोने चले जाउन ?
10935,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,but i am not sleepy any more,पर मुझे अब नींद नहीं आ रही।
10934,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,then someone turns on the light,फिर किसी ने बत्ती जलायी।
10933,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,ma is standing at the door,माँ दरवाज़े पर खड़ी है।
10932,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,what happened dear,बच्चे क्या हुआ?
10931,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,did you call me,क्या तुमने मुझे बुलाया।
10930,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,asks ma,माँ पूछती है।
10929,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,i point towards the tiger,मैंने बाघ की ओर इशारा किया।
10928,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,ma bends and pulls the tiger out from under the bed,माना झुककर बिस्तर के नीचे से बाघ को खींचती हैं।
10927,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,"hey , this is no tiger",अरी यह कोई बाघ नहीं है।
10926,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,this is my thick yellow and black sweater,यह मेरी पीली और काली स्वेटर है।
10925,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,its buttons shine like a tigers eyes,उसके बटन बाघ के आँखों तरह चमक रहे थे।
10924,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,i got scared for nothing,मैं बिना किसी वजह के ही डर गया था।
10923,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,ma gets me some water,माँ मेरे लिया पानी लाती है।
10922,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,now i will sleep,अब मैं सोऊँगा।
10921,Test User 1401 | मेरे पलंग के नीचे BL L2 | English -> Hindi,and dream about real tigers in a jungle,और सच के जंगलों और बाघों के बारे में सपने देखो।
10920,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"dear… well , you know who you are",प्रिय.... ख़ैर तुम जानती हो तुम कौन हो।
10919,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,and it is not like you are ever going to see this letter,और ऐसा नहीं है कि तुम यह पत्र कभी नहीं देखने वाली हो।
10918,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,miss told me that i had to be your mentor and show you around because you are a new student,"अध्यापिका ने कहा कि तुम यहाँ नयी हो, इस लिए मुझे तुम्हारा ख़्याल रखना होगा और इस जगह को दिखाना होगा।"
10917,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"i did not know what a mentor is , so i looked it up in the dictionary","मुझे मार्गदर्शक का मतलब नहीं पता था, तो मैंने शब्दकोश में देखा।"
10916,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"anyway , she did not tell me anything about that","ख़ैर, उसने मुझे इस बारे में कुछ नहीं बताया।"
10915,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"ali and rahm and sumi and rani , they kept asking me about it when we were going home from school","अली, रहम, सुमी और रानी पाठशाला से घर लौटते समय मुझ से बार बार पूछ रहे थे।"
10914,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"i told them that i did not know what they were talking about , but that is not true","मैंने उनसे कहा कि मुझे नहीं पता कि वे किस बारे में बात कर रहे थे, पर यह तो सच नहीं है।"
10913,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,how can i not know,मुझे कैसे पता नहीं होगा?
10912,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"see , you made me lie to my friends","देखो, तुम्हारी वजह से मुझे अपने दोस्तों के सामने झूठ बोलना पड़ा।"
10911,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"yours sincerely , me hi again , ma says that it is not good to stare at people , but i can see that everyone stares at you","तुम्हारी सच्चाई, मैं ही फिर से, माँ कहती हैं कि दूसरों को घूरना अच्छी बात नहीं है, पर मैं देख सकता हूँ कि सब तुम्हें ही घूर रहे हैं।"
10910,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,they stare at me too because i have to hang around with you and be your mentor,"वे मुझे भी घूरते हैं, क्यों मुझे तुम्हारे साथ रहना पड़ता है मार्गदर्शक बनकर।"
10909,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,why did you come to our school,तुम हमारी पाठशाला क्यों आयी?
10908,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,why will you continue going to whatever school you went to earlier,जिस पाठशाला में तुम पहले जाती थी तुम वहीं क्यों जा रही हो?
10907,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,do you know what happened yesterday,जानते हो कल क्या हुआ ?
10906,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"rahm , ali and two of their friends from class vii cornered me after school to ask about you know what","राहम, अली और उसके कक्षा के दो अन्य साथियों ने मुझे पाठशाला ख़त्म होने पर घेर लिया था, और जानना चाहते थे कि मैं क्या जनता हूँ।"
10905,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,they took my bag and would not give it back,उन्होंने मेरा बस्ता फेंक दिया और  मुझे  वापस नहीं दे रहे थे।
10904,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,then they threw it into the thicket by the side of the road and i had to scramble down into the mountainside to get it,फिर उन्होंने उसे सड़क के पास वाले झाड़ियों के बीच फेंक दिया और मुझे पहाड़ की तरफ़ से सरकते हगे जा कर लाना पड़ा।
10903,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,i tore my shirt and ma was angry with me,मैंने अपनी क़मीज़ फाड़ ली थी और माँ मुझ पर ग़ुस्सा थीं।
10902,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,this is all your fault,यह सब तुम्हारी ग़लती है।
10901,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"me hello , i keep telling them that they can ask you whatever they want to know","हेलो मैं, सबसे मैंने यह कह रखा है कि उन्हें जो कुछ पूछना हो तुमसे सीधे पूँछे।"
10900,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,what is the point of asking me,मुझसे सवाल करने का मतलब?
10899,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,how am i supposed to know why you have that thing or how it works,मुझे कैसे पता रहेगा की तुम्हारे पास वह चीज़ क्यों है या वह कैसे काम करती है।
10898,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"to be really honest , i ca not say i am not curious myself or that i do not have the same questions the others are asking me","सच कहूँ तो में यह नहीं कह सकता की में जिज्ञासु नहीं हूँ, मेरे मन में भी वही सवाल हैं जो सब मुझसे पूछते हैं।"
10897,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"yes , i noticed it the first day when you came into the classroom","हाँ, जब तुम कक्षा में पहले दिन आयी थी मैंने उसी दिन देखा था।"
10896,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,i saw how you did everything with one hand and how your left hand never moved,मैंने देखा किस तरह तुम सारे काम दाहिने हाथ से करती हो और तुम्हारा बायाँ हाथ कभी नहीं हिलता।
10895,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,at first i could not tell what the problem was,पहले मुझे समझ में नहीं आया की समस्या क्या है।
10894,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"then , when i came closer , i saw that something was not quite right","फिर जब मैं पास आया तो, कुछ ठीक नहीं लग रहा था।"
10893,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"it looked weird , like it was covered in plastic or something","बड़ा अजीब लगा, जैसे वह प्लास्टिक या ऐसी किसी चीज़ से ढका हो।"
10892,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,then i thought it was a toy hand,फिर लगा कि वह खिलोने वाला हाथ है।
10891,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,it took me some time to understand,मुझे समझने में कुछ वक़्त लगा।
10890,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"also , i saw what happened at lunch","और, मैंने देखा खाने के समय पर जो हुआ।"
10889,Test User 1401 | थोड़ी सी मदद BL L4 | English -> Hindi,"see you , me"," मिलते हैं, मैंने कहा"
10888,Admin | मसाला चाय MT L4 | English -> Hindi,"in a little hilly hamlet of southern india , lived a young girl called maya",
10887,Admin | मसाला चाय MT L4 | English -> Hindi,she lived in a hut with her mother,
10886,Admin | मसाला चाय MT L4 | English -> Hindi,her house was surrounded by the tallest and greenest trees you would have ever seen,
10885,Admin | मसाला चाय MT L4 | English -> Hindi,"on misty days , the leaves of plants and trees held the biggest dewdrops you could imagine",
10884,Admin | मसाला चाय MT L4 | English -> Hindi,maya was as sprightly as her name,
10883,Admin | मसाला चाय MT L4 | English -> Hindi,"she , along with her friends , would prance through the endless forests around her village",
10882,Admin | मसाला चाय MT L4 | English -> Hindi,she loved to take in deep breaths every morning as the air carried all kinds of different aromas,
10881,Admin | मसाला चाय MT L4 | English -> Hindi,"sometimes she could smell a sweet , sweet fragrance",
10880,Admin | मसाला चाय MT L4 | English -> Hindi,at other times it was a strong and sharp scent,
10879,Admin | मसाला चाय MT L4 | English -> Hindi,then there were days when all she could smell was a familiar bouquet,
10878,Admin | मसाला चाय MT L4 | English -> Hindi,waking up to those refreshing scents was the best way for maya to begin her day,
10877,Admin | मसाला चाय MT L4 | English -> Hindi,"then there was rahm the parrot , who would fly in to the village every morning , perch himself atop a tree facing mayas hut , and tell her of the entire buzz in the forest",
10876,Admin | मसाला चाय MT L4 | English -> Hindi,he would also tell her of his flights to different lands and of people who lived there,
10875,Admin | मसाला चाय MT L4 | English -> Hindi,maya loved to hear rahms tales,
10874,Admin | मसाला चाय MT L4 | English -> Hindi,she longed to visit these lands and see their different sights,
10873,Admin | मसाला चाय MT L4 | English -> Hindi,her heart would race and thump loudly as rahm would speak but it would always end with a deep sigh,
10872,Admin | मसाला चाय MT L4 | English -> Hindi,she had to stop dreaming of faraway lands when she had never even been to senseless point,
10871,Admin | मसाला चाय MT L4 | English -> Hindi,everybody in the village talked of senseless point,
10870,Admin | मसाला चाय MT L4 | English -> Hindi,a few people from the neighbouring villages had been there but no one from her own village,
10869,Admin | मसाला चाय MT L4 | English -> Hindi,"from all the talk around , it seemed like a mysterious place promising an experience of a lifetime",
10868,Admin | मसाला चाय MT L4 | English -> Hindi,"maya believed that if she ever had the chance to go to senseless point , she would return to her hamlet and describe it to everyone",
10867,Admin | मसाला चाय MT L4 | English -> Hindi,she would tell everyone about this mysterious place,
10866,Test User | Jungle Brew MT L4 | Hindi -> English,मसाला चाय,Masala tea.
10865,Test User | Jungle Brew MT L4 | Hindi -> English,दक्षिणी भारत में एक छोटे से पहाड़ी खेड़े में बुलबुली नाम की एक छोटी सी लड़की रहती थी,"In South India, in a small mountain village, there used to live a small girl named Bulbuli."
10864,Test User | Jungle Brew MT L4 | Hindi -> English,"वह अपनी माँ के साथ ऊँचे , हरे पेड़ों से घिरी एक झोंपड़ी में रहती थी","She lived with her mother in a hut, surrounded by tall, green trees."
10863,Test User | Jungle Brew MT L4 | Hindi -> English,इतने ऊँचे और हरे - भरे पेड़ किसी ने कभी न देखे होंगे,Nobody would have ever seen such tall and green trees.
10862,Test User | Jungle Brew MT L4 | Hindi -> English,कोहरे वाले दिन पौधों और पेड़ों की पत्तियों से ओस की नन्ही - नन्ही बूदें टपकतीं तो लगता परीलोक में बारिश हो रही है,"On the days of fog, when tiny droplets of dew used to fall from the plants and trees, it felt like it raining in a faerie."
10861,Test User | Jungle Brew MT L4 | Hindi -> English,बुलबुली अपने नाम की तरह ही हँसमुख थी,Bulbuli like her name was cheerful.
10860,Test User | Jungle Brew MT L4 | Hindi -> English,वह अपने साथियों के साथ गाँव के आस - पास के जंगल के ओरछोर तक कूदती फिरती,"She used to jump and roam in the jungle around her village, along with her companions."
10859,Test User | Jungle Brew MT L4 | Hindi -> English,सुबह तरह - तरह की सुगन्धों से भरी हवा में गहरी साँसें लेना उसको बहुत अच्छा लगता था,She liked taking deep breathes of the air filled with various fragrances in the morning.
10858,Test User | Jungle Brew MT L4 | Hindi -> English,"कभी हवा में मीठी - मीठी भीनी - भीनी खुशबू होती थी , कभी तेज़ ओर तीखी गंध","Sometimes there was sweet fragrance, sometimes sharp and spicy odour in the air."
10857,Test User | Jungle Brew MT L4 | Hindi -> English,रोज सुबह तोताराम बुलबुली की झोंपड़ी के सामने के ऊँचे पेड़ पर बैठकर उसे जंगल के हालचाल बताता,"Every morning, Totaram used to sit on a tall tree in front of Bulbuli's hut and tell her the on goings of the jungle."
10856,Test User | Jungle Brew MT L4 | Hindi -> English,वह उसको देश - विदेश के लोगों की बातें बताता,He used to tell her things about the people of the country and abroad.
10855,Test User | Jungle Brew MT L4 | Hindi -> English,बुलबुली को तोताराम की कहानियाँ अच्छी लगती थीं,Bulbuli used to like Totaram's stories.
10854,Test User | Jungle Brew MT L4 | Hindi -> English,तोताराम की बातें सुन कर उसका दिल बल्लियों उछलता और उसका मन होता कि मैं भी दूर देश जाऊँ वहाँ के नदियाँ - पहाड़ - जंगल देखूँ,"Listening to Totaram's stories, her heart used to jump and her mind used to fell like even I should go far away and see the rivers- mountains- jungles."
10853,Test User | Jungle Brew MT L4 | Hindi -> English,लेकिन फिर वह ठंडी साँस लेकर रह जाती - उसने तो बावली घाटी भी नहीं देखी थी,But then she would take a cool breath and stay- she hadn't even seen the Bavli valley.
